romanized,khmer,frequency
naengnaong,ណែងណោង,1
aosthor,ឱស្ឋ,1
vicharika,វិចារិកា,1
bradam,ប្រដំ,1
thpak,ថ្ពក់,1
bongchamnaeng,បង់ចំណែង,1
aoseri,អសិរី,1
Serbia,ស៊ែប៊ី,1
aonteahsa,អន្ទះសា,1
veabei,វាបី,1
tolyor,តុល្យ,1
chhot,ឆត,1
rokomukh,រកមុខ,1
kompekkampok,កំប៉ិកកំប៉ុក,1
sonthuekphkorokroam,សន្ធឹកផ្គរគ្រាំ,1
samyeab,សំយាប,1
bonda,បណ្ដា,1
bongkuor,បង្គួរ,1
brasdaeng,ប្រស្ដែង,1
prohern,ព្រហើន,1
brachab,ប្រចាប់,1
viveat,វិវាទ,1
konhjong,កញ្ជង់,1
pkul,ព្កុល,1
sauh,ស្អុះ,1
sropoub,ស្រប៉ូប,1
popur,ពពុរ,1
somphobboleab,សម្ផប្បលាប,1
sopheacharboros,សុភាចារបុរស,1
ngonguh,ងងុះ,1
mohapheartayutthor,មហាភារតយុទ្ធ,1
samkul,សម្កុល,1
svareach,ស្វារាជ,1
krang,ក្រង់,1
aonhcheach,អញ្ចាច,1
saririn,សរីរិន,1
kantroam,កន្ទ្រាំ,1
lelea,លេលា,1
kaveyniponth,កវីនិពន្ធ,1
sannipnthon,សន្និពន្ធន៍,1
rumlob,រំលប់,1
lumhoak,លំហោក,1
mitpheanei,មិតភាណី,1
anokomoha,អ្នកមហា,1
pongotrei,ពងត្រី,1
sen,សេន,1
visotthor,វិសុទ្ធ,1
chrolong,ជ្រលង,1
kanhchol,កញ្ឆល,1
aapotthoseimea,អពទ្ធសីមា,1
khokhet,ខខិត,1
roaoch,រអុច,1
jabpi,ចាប់ពី,1
veteantor,វេទាន្ត,1
phtol,ផ្ទល់,1
tralin,ត្រលិន,1
sayonhor,សាយណ្ហ,1
samphearphluek,សម្ភារភ្លឹក,1
krapuet,ក្រពឹត,1
brokon,ប្រកុន,1
baot,ប៉ោត,1
khtar,ខ្ទារ,1
bouprnimitt,បូព៌និមិត្ត,1
Zimbabwe,ហ្ស៊ីមបាវ៉េ,1
hz,ហើយ,1
kheatkomm,ឃាតកម្ម,1
tromem,ទ្រមេម,1
vitamin,វីតាមីន,1
aokas,ឱកាស,1
brey,ប្រី,1
chetavon,ជេតវន,1
phting,ផ្ទីង,1
aamul,អមូល,1
thkaeung,ថ្កើង,1
chumnoub,ជំនួប,1
kram,ក្រម,1
bonhchor,បញ្ជរ,1
teak,ទាក,1
saeungomaung,ស៊ើងមើង,1
bapah,ប៉ប៉ះ,1
mdea,ម្ដា,1
bapu,ប៉ពូ,1
bonhchenhomote,បញ្ចេញមតិ,1
aaphivudthkaron,អភិវុឌ្ឍករណ៍,1
provathsas,ប្រវត្តិសាស្ត្រ,1
pjenh,បញ្ចេញ,1
aotekechchhor,អតេកិច្ឆ,1
aakhyat,អាខ្យាត,1
aantoy,អន្តយ,1
tontean,ទន្ទាន់,1
skouv,ស្កូវ,1
reabjom,រៀបចំ,1
tomil,ទមិឡ,1
kanhjeaksla,កញ្ជាក់ស្លា,1
heukhakk,ហ៊ឹកហ៊ាក់,1
tromok,ទ្រមក់,1
bayolei,បាយឡី,1
bramukhrod,ប្រមុខរដ្ឋ,1
phovotanha,ភវតណ្ហា,1
banhchotep,បញ្ចទេព,1
tutov,ទូទៅ,1
changban,ចង់បាន,1
pesya,ពេស្យា,1
preahreajea,ព្រះរាជា,1
ronteal,រន្ទាល,1
heivhoh,ហៀវហោះ,1
bongrean,បង្រៀន,1
rong,រង,1
khla,ក្លា,1
bangaien,បង្អៀន,1
tbor,ត្បុរ,1
haemon,ហេមន្ត,1
minreasei,មីនរាសី,1
labei,ល្បី,1
kechbrojum,កិច្ចប្រជុំ,1
sekkhar,សេក្ខ,1
bratay,ប្រតាយ,1
kuorkobbei,គួរគប្បី,1
chroleaeng,ជ្រលែង,1
tokkhenatis,ទក្ខិណទិស,1
vijka,វិច្ឆិកា,1
heta,ហិតា,1
baromotthavichchea,បរមត្ថវិជ្ជា,1
badekheak,បដិឃៈ,1
kobelvottho,កបិលវត្ថុ,1
vodthonopheap,វឌ្ឍនភាព,1
chatoppheaki,ចតុព្ភាគី,1
thkouv,ថ្កូវ,1
brochuob,ប្រចួប,1
pherk,ផឹក,1
aaherik,អហិរិក,1
senthpoaomorintor,សិន្ធពអមរិន្ទ,1
hoatuel,ហោតិល,1
bodekheak,បដិឃៈ,1
korukaosol,គរុកោសល្យ,1
kranheanh,ក្រញាញ់,1
chir,ជីរ,1
mealey,មាល័យ,1
chhaev,ឆែវ,1
bortthemeanutis,បុរត្ថិមានុទិស,1
ksaet,កាសែត,1
chonnikay,ជននិកាយ,1
bobrenh,ប៉ប្រេញ,1
haysan,ហៃសាន,1
rub,រូប,1
khliengkhleat,ឃ្លៀងឃ្លាត,1
chanlon,ចន្លន់,1
haymakpor,ហៃមពណ៌,1
rumpern,រំពើន,1
banhnhotte,បញ្ញត្តិ,1
aapyeakat,អព្យាកត,1
hontoyum,ហន្ទយុំ,1
pnorm,ប្រណម្យ,1
orngkuy,អង្គុយ,1
sombud,សម្បុដ,1
krosangteab,ក្រសាំងទាប,1
chodel,ជដិល,1
aovothean,អវធាន,1
tamottham,តមត្ថំ,1
roka,រកា,1
chaeungmaung,ចើងម៉ើង,1
saklborng,សាកល្បង,1
laem,ឡែមៗ,1
brapeynei,ប្រពៃណី,1
yueur,យ៉ឺរ,1
aappheas,អព្ភាស,1
nhinhnhunh,ញ៉ិញញ៉ុញ,1
kamras,កម្រាស់,1
bandam,បណ្ដាំ,1
aasour,អាសូរ,1
riebreab,រៀបរាប់,1
ti,ទី,1
lekhatou,លេខទោ,1
karunhchet,ការុញ្ញចិត្ត,1
chovopheap,ជវភាព,1
tatengtatang,តតេងតតាង,1
honhok,ហូនហ៊ក់,1
sass,សស្ស,1
kanhjriech,កញ្ជ្រៀច,1
phsaet,ផ្សែត,1
haomrong,ហោមរោង,1
aot,អត,1
bon,ប៉ុន,1
tinbraphea,ទិនប្រភា,1
roverm,រវើម,1
ruh,រុះ,1
thkar,ថ្ករ,1
aopyop,អព្យព,1
sav,សវ,1
lomheae,លម្ហែ,1
noharu,នហារុ,1
mur,មូរ,1
sosrouah,សស្រូះ,1
rongakrngauk,រង៉ាក់រង៉ើក,1
aahao,អហោ,1
dochchnes,ដូច្នេះ,1
borisoat,បរិស័ទ,1
douchnoeng,ដូច្នឹង,1
thumlaeung,ធំឡើង,1
bayokhon,បាយខុន,1
batyukol,បាទយុគល,1
yutthojun,យុទ្ធជន,1
bonthoy,បន្ថយ,1
konthopvor,គន្ធព្វ,1
snhoksnhouv,ស្ញុកស្ញូវ,1
phor,ភរ,1
konhchriech,កញ្ជ្រៀច,1
phsang,ផ្សង,1
sobrakas,សុប្រកាស,1
sromeambak,ស្រមាមប៉ាក,1
phaok,ផ្អក,1
kokaeach,កក្អៀច,1
rongekrongok,រង៉ិករង៉ក់,1
korngmeas,កងមាស,1
krom,ក្រោម,1
chumrers,ជម្រើស,1
krosang,ក្រសាំង,1
yike,យីកេ,1
nikmovochaneak,និគមវចនៈ,1
yuklopintu,យុគលពិន្ទុ,1
korkaengkorkaong,កកែងកកោង,1
bavorokanhnhea,បវរកញ្ញា,1
preahvihar,ព្រះវិហារ,1
sakearvokatha,សគារវកថា,1
aangkeal,អង្កាល់,1
chotorngkosonnibat,ចតុរង្គសន្និបាត,1
vottamean,វត្តមាន,1
asean,អាស៊ាន,1
troaien,ត្រអៀន,1
karsongket,ការសង្កេត,1
kralan,ក្រឡាន,1
laenglorng,ឡិងឡង់,1
krav,ក្រៅ,1
yothakram,យថាក្រម,1
lorklay,ឡកឡាយ,1
lich,លិច,1
songosoek,សងសឹក,1
kdat,ក្ដាត,1
kotomot,គត់មត់,1
sanhcheat,សញ្ជាត,1
kaoseyvobbokor,កោសេយ្យវប្បករ,1
aophivudthkoron,អភិវុឌ្ឍករណ៍,1
yathanukrom,យថានុក្រម,1
aotthepheap,អត្ថិភាព,1
changkulonei,ចង្កុលណី,1
roler,រលើ,1
korkrirk,កក្រើក,1
brahaeur,ប្រហើរ,1
aokkiphey,អគ្គិភ័យ,1
rothakraoh,រថក្រោះ,1
skak,ស្កាក,1
anakarok,អ្នករក,1
sahabratebtte,សហប្រតិបត្តិ,1
vikote,វិកតិ,1
sveykar,ស្វីការ,1
mrech,ម្រេច,1
phto,ផ្ទូរ,1
aanteay,អន្តាយ,1
meday,មេដាយ,1
ronab,រណប,1
sonhnhou,សុញ្ញោ,1
banghok,បង្ហក់,1
prames,ប្រមេះ,1
prohavon,ព្រហាវន,1
aambel,អំបិល,1
vissam,វិស្សម,1
aakataveti,អកតវេទី,1
sochon,សជន,1
hari,ហារី,1
chhleanpean,ឈ្លានពាន,1
tronul,ទ្រនូល,1
ri,រ៉ី,1
svakom,ស្វាគមន៍,1
kex,កិច្ច,1
tothi,ទធិ,1
santudthei,សន្តុដ្ឋី,1
samyung,សំយុង,1
blab,ប្លាប,1
aavoban,អាវបន,1
sepvon,សិព្វន,1
aabekkha,អបេក្ខា,1
nek,នាក់,1
chrov,ជ្រៅ,1
yeamik,យាមិក,1
aveimuoy,អ្វីមួយ,1
hverk,ហ្វឹក,1
bongauol,បង្អួល,1
krupet,គ្រូពេទ្យ,1
posonthorea,ពសុន្ធរា,1
aosvamika,អស្វាមិកា,1
aasrat,អាស្រាត,1
chaungthkor,ជើងថ្ករ,1
yut,យុទ្ធ,1
preahaangkoul,ព្រះអង្កោល,1
pumnout,ពំនួត,1
vun,វុន,1
mittphokde,មិត្តភក្ដិ,1
borinhnheabot,បរិញ្ញាបត្រ,1
kokukkokeak,គគុកគគាក់,1
champaub,ចំពើប,1
sotssa,សុទស្សា,1
snam,ស្នាម,1
bonleaeng,បន្លែង,1
nokorchuum,នគរជុំ,1
pumnit,ពំនិត,1
propun,ប្រពន្ធ,1
khernh,ឃើញ,1
komphuon,កំភួន,1
roaaeubrochaub,រអើបរជើប,1
phnoksach,ផ្នូរខ្សាច់,1
konthorochonachar,គន្ថរចនាចារ្យ,1
plathu,ប្លាធូ,1
pon,ពន,1
chamhor,ចំហ,1
bongaeaek,បង្អែក,1
rolong,រលង,1
aantebaanteab,អន្តេបអន្តាប,1
srakouk,ស្រកូក,1
praut,ព្រើត,1
sounyor,សូន្យ,1
sopheak,សភាគ,1
smaok,ស្មោក,1
vossavoleahak,វស្សវលាហក,1
thauleng,ថៅឡិង,1
holeahol,ហលាហល,1
chamhar,ចំហ,1
bongkey,បង្កៃ,1
chhlech,ឈ្លេច,1
rumkhan,រំខាន,1
aakabb,អាកប្ប,1
kampuk,កំពូក,1
Spain,អេស្ប៉ាញ,1
samli,សម្លី,1
aotearun,អទារុណ,1
vontontor,វន្ទន្ត,1
mnenh,ម្នេញ,1
hlevhlai,ហ្លេវហ្លៃ,1
svayrini,ស្វៃរិនី,1
komriemkomruoh,កម្រៀមកម្រោះ,1
tvoyoveat,ទ្វយវាទ,1
moronatukkhar,មរណទុក្ខ,1
somtear,សម្ទារ,1
knekknak,ក្និកក្នក់,1
pey,ពៃ,1
samnhaeng,សំញ៉ែង,1
mohannap,មហណ្ណព,1
teayvipheak,ទាយវិភាគ,1
aayutheakear,អាយុធាគារ,1
nimnton,និមន្តន៍,1
chies,ជៀស,1
aongsik,អង្សិក,1
machh,ម៉ាច់,1
niteakheak,និទាឃៈ,1
kuth,គូថ,1
kanhchau,កញ្ជើ,1
peahoneak,ពាហនៈ,1
yeameak,យាមៈ,1
aantruk,អន្ទ្រុក,1
snhak,ស្ញក់,1
aodovik,អដវិក,1
aabaokondar,អបោគណ្ឌ,1
hatthakamm,ហត្ថកម្ម,1
heul,ហិល,1
konhchorng,កញ្ចោង,1
khsat,ខ្សត់,1
aulong,ឪឡុង,1
pumnier,ពំនៀរ,1
tidthanukote,ទិដ្ឋានុគតិ,1
rongironger,រងីរងើ,1
srameam,ស្រមាម,1
rovoandar,រវ័ណ្ឌ,1
thomthoy,ថមថយ,1
kuel,គឹល,1
rott,រោទ៍,1
romlob,រម្លប់,1
korngjav,កងចៅ,1
kompaoy,កំប៉ោយ,1
kngok,ក្ងុក,1
brolav,ប្រឡៅ,1
rongkor,រង្គ,1
bangkhung,បង្ខូង,1
chamlak,ចំឡក,1
lomaon,លម្អន់,1
bakadang,បាក់ដង,1
sasroeb,សស្រ៊‌ឹប,1
prer ka,ប្រើការ,1
neayouk,នាយក,1
nes,នេះ,1
sromuk,ស្រមុក,1
aeichoh,អ៊‌ីចុះ,1
karovik,ករវិក,1
aorub,អរូប,1
troloum,ទ្រលោម,1
mothyom,មធ្យម,1
samngum,សម្ងំ,1
thot,ថត,1
baromeanou,បរមាណូ,1
mot,ម៉ត់,1
korket,កកិត,1
treivisai,ត្រីវិស័យ,1
rosmeimoat,រស្មីម័ត,1
khar,ខរ,1
banhchhuek,បញ្ឆឹក,1
loung,លោង,1
samontor,សាមន្ត,1
srolangkang,ស្រឡាំងកាំង,1
honuman,ហនុមាន,1
kaechet,កែចិត្ត,1
aathikaaathom,អធិកអធម,1
phdaekve,ផ្ដែកវេរ,1
rerng,រឿង,1
kanhchhet,កញ្ឆែត,1
pitachea,ពិតជា,1
sabath,សបថ,1
jaklok,ចាកលោក,1
chonbot,ជនបទ,1
bonhchouk,បញ្ជោក,1
touchlmom,តូចល្មម,1
aopyeabat,អព្យាបាទ,1
tuon,តួន,1
slabokaev,ស្លាបកែវ,1
ng,និង,1
horit,ហរិត,1
yoksa,យក្សា,1
metoni,មេទនី,1
sonda,សណ្ដា,1
peak,ពាក្យ,1
samnang,សំណង,1
romuel,រមឹល,1
sramem,ស្រមេម,1
brorb,ប្រប,1
khley,ខ្លី,1
meateka,មាតិកា,1
mutamoam,មុតមាំ,1
kav,កាវ,1
rotout,រតូត,1
songkhoar,សង្ឃ័រ,1
korob,គោរព,1
aaryok,អារ្យក,1
chhla,ឆ្លា,1
ropatrbay,រប៉ាត់រប៉ាយ,1
hokyak,ហយៈ,1
rokhaeah,រខែះ,1
khur,ឃូរៗ,1
aon,ឱន,1
le,ឡែៗ,1
bampean,បំពាន,1
litthor,លិទ្ធ,1
chran,ច្រាន,1
yutthoubkoron,យុទ្ធោបករណ៍,1
min,មីន,1
aonubtrop,អនុបទ្រព,1
botumoreak,បទុមរាគ,1
samoreatrei,សមរាត្រី,1
pises,ពិសេស,1
veropheap,វេរភាព,1
english,អង់គ្លេស,1
reaseichakrar,រាសីចក្រ,1
aovotean,អវទាន,1
braneitapheap,ប្រណីតភាព,1
aalmpeay,អាលម្ពាយ,1
tae,ទេ,1
brochruy,ប្រជ្រុយ,1
ponluch,ពន្លូច,1
chroh,ច្រុះ,1
chomhor,ចំហ,1
proneakkhsaetbanh,ព្រនាក់ខ្សែត្បាញ,1
taotoma,តោតម៉ា,1
tdel,ដដែល,1
pimol,ពិមល,1
chouk,ចូក,1
boukakou,បូកគោ,1
brohokk,ប្រហុក,1
chhan,ឆាន់,1
banteay,បន្ទាយ,1
rumhuot,រំហួត,1
lort,ឡត,1
vikabb,វិកប្ប,1
kraloeng,ក្រឡឹង,1
akkharavirut,អក្ខរាវិរុទ្ធ,1
somphear,សម្ភារ,1
hetbroney,ហិតប្រណី,1
kantub,កន្តុប,1
brathochchon,ប្រថុជ្ជន,1
kreb,ក្រិបៗ,1
thnang,ថ្នាំង,1
aampaeuk,អំប៉ើក,1
aathik,អធិក,1
pichkonet,ពីជគណិត,1
khsoy,ខ្សោយ,1
mochchhomondol,មជ្ឈមណ្ឌល,1
braka,ប្រកា,1
tumnuem,ទំនឹម,1
bovearona,បវារណា,1
chariyasas,ចរិយាសាស្ត្រ,1
kanhjang,កញ្ចាំង,1
samrech,សំរេច,1
dal,ដាល,1
satukkhor,សាទុក្ខ,1
yongokhnong,យង់ឃ្នង,1
aakntuk,អាគន្តុក,1
chongkrung,ចង្គ្រុង,1
sangophtah,សង់ផ្ទះ,1
roaa,រអា,1
kondok,កណ្ដក់,1
kattek,កត្តិក,1
cheayea,ជាយា,1
kiri,គិរី,1
sameayouk,សមាយោគ,1
hottholekha,ហត្ថលេខា,1
chakkochoan,ច័ក្កច័ន,1
riem,រៀម,1
kaeutmok,កើតមក,1
smoeak,ស្មឿក,1
bamphos,បំផុស,1
rumchenh,រំជេញ,1
rokhaok,រខោក,1
dodos,ដដុស,1
pumnot,ពំនត់,1
tesokal,ទេសកាល,1
hoara,ហោរ៉ា,1
darthor,ដរធរ,1
rondau,រណ្ដៅ,1
aareachok,អរាជក,1
teroukoddsoutror,តិរោកុឌ្ឌសូត្រ,1
rachchosomey,រជ្ជសម័យ,1
veasar,វាសរ,1
khaekraoy,ខែក្រោយ,1
aadthe,អដ្ឋិ,1
kilean,គិលាន,1
mnieng,ម្នាង,1
num,នំ,1
phumrintor,ភូមរិន្ទ,1
rokueng,រគឹង,1
pthaem,បន្ថែម,1
sarung,សារុង,1
brormatkongkaeb,ប្រមាត់កង្កែប,1
kumream,គំរាម,1
lolit,លលិត,1
aothibbnhnhea,អធិប្បញ្ញា,1
mohilota,មហីលតា,1
dongphnum,ដងភ្នំ,1
meakathaok,មាក់ថោក,1
aomphou,អម្ភោ,1
ethipul,ឥទ្ធិពល,1
aanvoyoveachak,អន្វយវាចក,1
khnhak,ខ្ញក,1
aakror,អគ្រ,1
roluos,រលួស,1
prong,ព្រង់,1
blouk,ប្លក់,1
pinischai,ពិនិស្ច័យ,1
vosantorodouv,វសន្តរដូវ,1
komrob,គម្រប់,1
phrun,ភ្រូណ,1
veareak,វារៈ,1
bondetmeani,បណ្ឌិតមានី,1
aangkeaseil,អង្គាសីល,1
chondaeursva,ជណ្ដើរស្វា,1
sroem,ស្រឹម,1
seneasoneak,សេនាសនៈ,1
vormet,វរ្មិត,1
sbet,ស្បេត,1
sark,សាក,1
kalikbat,កាលិកបត្រ,1
bademeakar,បដិមាករ,1
kamnies,កំណៀស,1
chroliek,ជ្រលៀក,1
rean,រាន់,1
bonteayokel,បន្ទាយកិល,1
plex,ភ្លេច,1
kvat,ក្វាត,1
thab,ថាប់,1
robiebana,របៀបណា,1
rove,រវេ,1
ubabeilkakamm,ឧបបីឡកកម្ម,1
mueb,ម៉ឹប,1
tam,តាម,1
sonthakear,សណ្ឋាគារ,1
bongruom,បង្រួម,1
kondoub,កណ្ដូប,1
saslak,សស្លក់,1
hrortey,ហឫទ័យ,1
lumbkamm,លុម្បកម្ម,1
meatochcha,មាតុច្ឆា,1
tuotlok,តួត្លុក,1
vicharnakatha,វិចារណកថា,1
phe,ផេរ,1
uboyovvoreach,ឧបយៅវរាជ,1
puttho,ពុទ្ធោ,1
lounglang,ឡូងឡាង,1
svetchau,ស្វិតចៅ,1
doungchaem,ដូងចែម,1
aaronei,អរណី,1
bradongbrachea,ប្រដុងប្រជា,1
jmouy,ជាមួយ,1
nov,នូវ,1
chheam,ឈាម,1
chamkandal,ចំកណ្ដាល,1
plon,ប្លន់,1
troul,ទ្រោល,1
bear,បៀរ,1
sasreksasrak,សស្រេកសស្រាក,1
bratabbronhal,ប្រតាប់ប្រញាល់,1
sromau,ស្រមើ,1
samrytthor,សំឫទ្ធ,1
aonotthor,អនត្ថ,1
aakol,អាកុល,1
khsab,ខ្សាប,1
aanhnhothapheap,អញ្ញថាភាព,1
kontutaoung,កន្ទូតអូង,1
samrok,សម្រក,1
sbeut,ស្បឺត,1
aontoroveasok,អន្តរវាសក,1
hachh,ហាច់,1
rodeun,រដឺន,1
rodean,រដៀន,1
samkul,សំគុល,1
samohab,សាមហាប,1
chonok,ជនក,1
sangkitek,សង្គីតិក,1
satya,សត្យា,1
somonottes,សមណុទ្ទេស,1
rongeut,រង៉ឺត,1
aayuchivit,អាយុជីវិត,1
sot,ស៊ុត,1
ton,ទន់,1
rongokruoh,រងគ្រោះ,1
sonokhei,សុនខី,1
tenhtonh,តិញតុញ,1
rongeak,រងាក់,1
momeae,មមែ,1
nhoy,ញយ,1
kranhi,ក្រញី,1
rohuem,រហ៊ឹម,1
yuet,យឹត,1
choutekachary,ជោតិកាចារ្យ,1
memot,មេមត់,1
aavusao,អាវុសោ,1
kraya,ក្រយា,1
saru,សារូ,1
aalongkear,អលង្ការ,1
pruy,ព្រុយ,1
tondpet,ទន្តពេទ្យ,1
lung,លង់,1
konleakknlaun,គន្លាក់គន្លើន,1
thkas,ថ្កាស,1
chanmondal,ចន្ទមណ្ឌល,1
bath,បាឋ,1
votthotheato,វត្ថុធាតុ,1
sakasap,សាកសព,1
thloeng,ថ្លឹង,1
chumnong,ជំនង់,1
sathoub,សថូប,1
sobtobrokoron,សប្តប្រករណ៍,1
krosien,ក្រសៀន,1
bra oung,ប្រអូង,1
tamnopuch,តំណពូជ,1
posothea,ពសុធា,1
bondasa,បណ្ដាសា,1
aangkuonhodei,អង្កួញដី,1
polum,ពលំ,1
lechalaeung,លេចឡើង,1
trueng,ទ្រឹង,1
vityut,វិទ្យុត,1
melom,មេលំ,1
mechaor,មេចោរ,1
tupvol,ទុព្វល,1
sranang,ស្រណាង,1
nheanei,ញាណី,1
traokyul,ត្រោកយោល,1
kantinhkantunh,កន្តិញកន្តុញ,1
vochei,វចី,1
bonghuy,បង្ហុយ,1
teaththeat,ទាឋធាតុ,1
chrong,ច្រង់,1
mealsalea,មាលសាលា,1
tumnonh,ទំនញ់,1
haora,ហោរ៉ា,1
tupvlopheap,ទុព្វលភាព,1
kantrub,កន្ទ្រុប,1
phnoktuek,ផ្នក់ទឹក,1
bachchekputthor,បច្ចេកពុទ្ធ,1
meataniev,មាត់នៀវ,1
phaueb,ផ្អឹប,1
prerksa,ប្រឹក្សា,1
rotha,រថា,1
aoroham,អរហំ,1
lumaieng,លំអៀង,1
ubahas,ឧបហាស,1
hoathoang,ហ័តហោង,1
kpong,កំពង់,1
dochchea,ដូចជា,1
chamhab,ចំហាប,1
pouthikal,ពោធិកាល,1
thlan,ថ្លាន់,1
ekasar,ឯកសារ,1
intothonu,ឥន្ទធនូ,1
aaphirdthamontri,អភិរដ្ឋមន្ត្រី,1
rosay,រសាយ,1
pongomean,ពងមាន់,1
kokhear,គឃារ,1
ukahluong,ឧកហ្លួង,1
reang,រាង,1
hoarea,ហោរា,1
bobphvikoate,បុប្ផវិក័តិ,1
kamhaeuch,កំហើច,1
khmuoy,ខ្មួយ,1
vouhari,វោហារី,1
khsaebas,ខ្សែបាស,1
baska,បាស្កា,1
rochoni,រជនី,1
khchas,ខ្ចាស់,1
chhoek,ឆឹកៗ,1
srongeaksdabophkor,ស្រងាកស្ដាប់ផ្គរ,1
meakabreng,មាក់ប្រេង,1
srom,ស្រំ,1
aangkrot,អង្ក្រត,1
aavirouth,អវិរោធ,1
pi,ពីរ,1
dach,ដាច,1
vissasek,វិស្សាសិក,1
aodthochontor,អឌ្ឍចន្ទ,1
konlong,គន្លង,1
reamonhnh,រាមញ្ញ,1
sathearnokar,សាធារណការ,1
kompouch,កម្ពោជ,1
sakatthar,សកត្ថ,1
aout,អូត,1
sonthov,សន្ធៅ,1
aouaor,អ៊ូអរ,1
kal,កល,1
trodok,ត្រដក់,1
tanthaun,តន្ថើន,1
aakeariy,អាគារិយ,1
chetovon,ជេតវន,1
rechkopheschcheak,រេចកភេសជ្ជៈ,1
mung,ម៉ូង,1
aoneathibteyy,អនាធិបតេយ្យ,1
phtoy,ផ្ទុយ,1
yathakrom,យថាក្រម,1
preas,ព្រះ,1
yeas,យាស់,1
karunhpheap,ការុញ្ញភាព,1
kampoy,កំពយ,1
p'jam,ប្រចាំ,1
aompilotuek,អម្ពិលទឹក,1
sakun,សគុណ,1
veak,វៈ,1
karunavises,ករុណាវិសេស,1
brosnith,ប្រស្និត,1
broteungaoeah,ប្រតឺងអ៊ឺះ,1
lir,លើ,1
chaepabrae,ចែប៉ប្រែ,1
aalongkoron,អលង្ករណ៍,1
hermsrok,ហើមស្រក,1
maulbamnam,មើលបំណាំ,1
phossahar,ផស្សាហារ,1
bonleach,បន្លាច,1
chonta,ជនតា,1
lbeas,ល្បាស់,1
yeanomeas,យានមាស,1
kanhchunh,កញ្ចូញ,1
pneay,ព្នាយ,1
humroung,ហ៊ុមរោង,1
medoekonorm,មេដឹកនាំ,1
komtor,កម្ទរ,1
korkaeak,កក្អៀក,1
usom,ឧសុម,1
samuchchhet,សមុច្ឆេទ,1
bleng,ប្លេង,1
phummin,ភូមិន្ទ,1
leuynileaeng,ឡើយនីលែង,1
skam,ស្កាំ,1
komoneakom,គមនាគមន៍,1
aallou,អល្លោ,1
krasaob,ក្រសោប,1
pol,ពោល,1
rumael,រំអិល,1
bodechchsomubbat,បដិច្ចសមុប្បាទ,1
chhosak,ឆស័ក,1
kandach,កណ្ដាច់,1
kakvei,កវី,1
bra ous,ប្រអូស,1
nhottetuteykomm,ញត្តិទុតិយកម្ម,1
samruetthor,សំរឹទ្ធ,1
toan,ទាន់,1
thvei,ថ្វី,1
niytamichchhatidthe,និយតមិច្ឆាទិដ្ឋិ,1
vichmean,វិជ្ជមាន,1
kekkok,កិកកុក,1
tao,តោ,1
brachaom,ប្រចោម,1
brataok,ប្រតោក,1
chhvar,ឆ្វ,1
tuekhour,ទឹកហូរ,1
hiebnueng,ហៀបនឹង,1
aoddobrotephu,អដ្ដប្រតិភូ,1
mechi,មេជី,1
songkreah,សង្គ្រះ,1
visvaneath,វិស្វនាថ,1
kearoveak,គារវៈ,1
khetkhat,ខិតខាត់,1
chhpam,ឆ្ពាម,1
hebheb,ហេបៗ,1
someali,សុមាលី,1
viboat,វិប័ទ,1
tech,តិច,1
broahphrum,ប្រោះព្រំ,1
phkang,ផ្គង,1
kapit,ការពិត,1
songvean,សង្វៀន,1
knguor,ក្ងួរ,1
bretbreang,ប្រិតប្រៀង,1
rohertrohang,រហើតរហាំង,1
kantil,កន្តិល,1
reachbandetysthan,រាជបណ្ឌិត្យស្ថាន,1
sonniveas,សន្និវាស,1
athak,អត្ថ,1
millikram,មិល្លីក្រាម,1
samotolyor,សមតុល្យ,1
phorsahar,ផស្សាហារ,1
utbol,ឧត្បល,1
bodebotea,បដិបទា,1
yeavchhakhvai,យ៉ាវឆាខ្វៃ,1
khloy,ខ្លុយ,1
batheka,បាឋិកា,1
kamnhom,កំញម,1
aakkhaohenei,អក្ខោហិណី,1
prohosbotechokror,ព្រហស្បតិចក្រ,1
hmobhmai,ហ្មបហ្មាយ,1
tovkan,ទៅកាន់,1
hemeak,ហិមៈ,1
bobrouch,ប៉ប្រូច,1
khom,ខម,1
aabaleaph,អបលាភ,1
khmeut,ខ្មឺត,1
chramuh,ច្រមុះ,1
dambuoch,ដំបួច,1
trongaung,ទ្រងើង,1
bongaour,បង្អោរ,1
vibrtebtte,វិប្រតិបត្តិ,1
nead,នាដ,1
romkeay,រំគាយ,1
samlek,សម្លេក,1
peakkndal,ពាក់កណ្ដាល,1
bonteaylongvek,បន្ទាយលង្វែក,1
champeak,ចំពាក់,1
kechves,គេចវេះ,1
srolong,ស្រឡុង,1
aante,អន្តេ,1
chomnabchomnuon,ចំណាប់ចំនួន,1
t'lorb,ទម្លាប់,1
verbbadever,វេរប្បដិវេរ,1
hosoniy,ហសនីយ,1
timuoy,ទីមួយ,1
chumruum,ជំរុំ,1
kokaeak,កក្អៀក,1
riebokar,រៀបការ,1
blaem,ប្លែមៗ,1
phkarkormrorng,ផ្កាកម្រង,1
aakearik,អាគារិក,1
hanouy,ហាណូយ,1
taybaeukit,តាយបើគិត,1
rotasandab,រត់សណ្ដាប,1
po,ពោ,1
pisnu,ពិស្ណុ,1
bongbot,បង់បត់,1
hemea,ហិមា,1
aaphismeacharikvott,អភិសមាចារិកវត្ត,1
merl,មើល,1
srakraham,ស្រាក្រហម,1
rondab,រណ្ដាប់,1
