romanized,khmer,frequency
kontokoaongkan,កន្ទក់អង្កាន់,1
kontonbakkor,កន្ទន់បាក់ក,1
kontonchey,កន្ទនជៃ,1
kontonjey,កន្ទនជៃ,1
kontor,កន្តរ៉,1
kontouk,កន្ទោក,1
kontoul,កូនទោល,1
kontoung,កន្ទោង,1
kontrak,កន្ត្រាក់,1
kontraung,កន្ទ្រើង,1
kontrauy,កន្ត្រើយ,1
kontreaet,កន្ទ្រែត,1
kontreak,កន្ត្រាក,1
kontreang,កន្ត្រែង,1
kontreanh,កន្ទ្រាញ,1
kontrekkontrak,កន្ត្រេកកន្ត្រាក,1
kontrey,កន្ត្រៃ,1
kontroam,កន្ទ្រាំ,1
kontrob,កន្ត្រប់,1
kontrol,កន្ទ្រល,1
kontrom,កន្ទ្រម,1
kontrong,កន្ត្រង,1
kontrong,កន្ទ្រង់,1
kontrongobreng,កន្ត្រងប្រេង,1
kontror,កន្ត្រ,1
kontrouk,កន្ទ្រោក,1
kontroukdomrey,កន្ទ្រោកដំរី,1
kontroun,កន្ត្រោន,1
kontroung,កន្ត្រោង,1
kontrub,កន្ទ្រុប,1
kontrues,កន្ទ្រឹស,1
kontrum,កន្ទ្រុំ,1
kontruob,កន្ទ្រួប,1
kontruok,កន្ទ្រួក,1
kontu,កន្តូ,1
kontub,កន្តុប,1
kontueb,កន្តឹប,1
kontuem,កន្តឹម,1
kontues,កន្ទឹស,1
kontul,កន្តុល,1
kontul,កន្ទុល,1
kontulet,កន្តូឡេត,1
kontumruy,កន្ទុំរុយ,1
kontunh,កន្តុញ,1
kontuol,កន្ទួល,1
kontuot,កន្ទួត,1
kontuotbraong,កន្ទួតប្រោង,1
kontuotprey,កន្ទួតព្រៃ,1
kontutaoung,កន្ទូតអូង,1
kontuy,កន្ទុយ,1
kontuychhkae,កន្ទុយឆ្កែ,1
kontuychochork,កន្ទុយចចក,1
kontuydomrey,កន្ទុយដំរី,1
kontuykroper,កន្ទុយក្រពើ,1
kontuyluen,កន្ទុយលឹន,1
kontuythlen,កន្ទុយថ្លែន,1
konya,កន្យា,1
kop,កប់,1
kopal,កប៉ាល់,1
kophr,គភ៌,1
kor,ករ,1
kor,ក៏,2
kor,គរ,1
kori,ករី,1
kork,កក,1
kork'aak,កក្អាក,1
kork'aay,កក្អាយ,1
kork'ak,កក្អាក,1
kork'ay,កក្អាយ,1
kork'each,កក្អៀច,1
kork'eak,កក្អៀក,1
kork'ech,កក្អិច,1
kork'iech,កក្អៀច,1
kork'iek,កក្អៀក,1
kork'irl,កក្អិល,1
kork'oek,កក្អឹក,1
kork'uel,កក្អិល,1
korkaak,កក្អាក,1
korkaay,កក្អាយ,1
korkae,កកេរ,1
korkaeach,កក្អៀច,1
korkaeak,កក្អៀក,1
korkaeb,កកែប,1
korkaech,កក្អិច,1
korkaekkorkaok,កកែកកកោក,1
korkaekkorkoak,កកែកកកោក,1
korkaekorkor,កកែកករ,1
korkael,កក្អិល,1
korkaengkorkaong,កកែងកកោង,1
korkaiech,កក្អៀច,1
korkaiek,កក្អៀក,1
korkaoek,កក្អឹក,1
korkaoh,កកោះ,1
korkaok,កកោក,1
korkaos,កកោស,1
korkat,កកាត,1
korkay,កកាយ,1
korkebkorkab,កកេបកកាប,1
korkechkorkoch,កកិចកកុច,1
korkechkorkuch,កកិចកកុច,1
korkeh,កកេះ,1
korkel,កកិល,1
korker,កកេរ,1
korket,កកិត,1
korkhekkorkhokk,កខិកកខក់,1
korkhekkorkhorkk,កខិកកខក់,1
korkheuk,កខឹក,1
korkhirk,កខឹក,1
korkhob,កខុប,1
korkhoek,កខឹក,1
korkhub,កខុប,1
korkhvaeskorkhvas,កខ្វេសកខ្វាស,1
korkhvek,កខ្វិក,1
korkhveskorkhvas,កខ្វេសកខ្វាស,1
korkhvieuk,កខ្វិក,1
korkhvirk,កខ្វិក,1
korkhviuek,កខ្វិក,1
korkhvok,កខ្វក់,1
korkhvork,កខ្វក់,1
korkirl,កកិល,1
korkirt,កកិត,1
korkk,កក់,1
korklak,កក្លាក់,1
korko,កកូរ,1
korkoak,កកោក,1
korkoas,កកោស,1
korkoh,កកោះ,1
korkour,កកូរ,1
korkraoh,កក្រោះ,1
korkrerk,កក្រើក,1
korkret,កក្រិត,1
korkreuk,កក្រើក,1
korkrirk,កក្រើក,1
korkrirt,កក្រិត,1
korkroh,កក្រោះ,1
korkstah,កកស្ទះ,1
korlkaengkorkoang,កកែងកកោង,1
kormtror,គាំទ្រ,1
korng,កង,1
korngchau,កងចៅ,1
korngchav,កងចៅ,1
korngdai,កងដៃ,1
korngday,កងដៃ,1
korngg,កង់,1
korngjau,កងចៅ,1
korngjav,កងចៅ,1
korngkaeb,កង្កែប,1
korngkeaeb,កង្កែប,1
korngkeb,កង្កែប,1
korngkeng,កងកេង,1
korngkounh,កង្កួញ,1
korngkunh,កង្កុញ,1
korngkuoch,កង្កួច,1
korngkuonh,កង្កួញ,1
korngmeas,កងមាស,1
korngpoan,កងព័ន្ធ,1
korngpol,កងពល,1
korngporn,កងព័ន្ធ,1
korngpul,កងពល,1
korngsaoy,កងសោយ,1
korngsoy,កងសោយ,1
korngthom,កងធំ,1
korngthum,កងធំ,1
korngtoap,កងទ័ព,1
korngtorb,កងទ័ព,1
korngyothea,កងយោធា,1
korngyouthea,កងយោធា,1
korob,គោរព,1
korochokay,ករជកាយ,1
koroha,គរហា,1
korokouk,គរគោក,1
koroneiykech,ករណីយកិច្ច,1
korononeam,ករណនាម,1
korovik,ករវិក,1
korsang,កសាង,1
kort,កោត,1
kort,គាត់,90
koru,គរុ,1
korukaosal,គរុកោសល្យ,1
korukaosol,គរុកោសល្យ,1
koruna,ករុណា,1
korunavises,ករុណាវិសេស,1
koruphondar,គរុភណ្ឌ,1
koruphondor,គរុភណ្ឌ,1
korusers,គរុសិស្ស,1
korutous,គរុទោស,1
koruvichea,គរុវិជ្ជា,1
kos,កោះ,1
kos,ខុស,1
kosal,កុសល,1
kosang,កសាង,2
koseitbokkol,កុសីតបុគ្គល,1
kosekar,កសិការ,1
kosekom,កសិកម្ម,1
kosekor,កសិករ,1
kosen,កសិណ,1
kosenearea,កុសិនារា,1
koskong,កោះកុង,1
koslokam,កុសលកម្ម,1
koslokom,កុសលកម្ម,1
kosloubay,កុសលោបាយ,1
kosnhaek,កោះញែក,1
kosol,កុសល,1
kosom,កុសុម,1
kossotin,កោះសូទិន,1
kosthom,កោះធំ,1
kosyachivkomm,កស្យាជីវកម្ម,1
kot,កត់,1
kot,គត់,2
kot,គាត់,2
kotamot,គត់មត់,1
kotasanhnha,គតសញ្ញា,1
kote,គតិ,1
kotebndet,គតិបណ្ឌិត,1
koteka,កតិកា,1
kotha,កថា,1
kothen,កឋិន,1
kothen,កថិន,1
kotidthe,កុទិដ្ឋិ,1
kotomot,គត់មត់,1
kotonhnhu,កតញ្ញូ,1
kotonhnhuta,កតញ្ញុតា,1
kotosonhnha,គតសញ្ញា,1
kotoubkareak,កតូបការៈ,1
kotoveti,កតវេទី,1
kotovetita,កតវេទិតា,1
kottek,កត្តិក,1
kottoveachok,កត្តុវាចក,1
kottra,កត់ត្រា,1
koub,កូប,1
kouba,គោបា,1
koubal,គោបាល,1
kouchar,គោចរ,1
kouchhmat,គោឆ្មាត់,1
kouchjit,កួចចិត្ត,1
kouchor,គោចរ,1
koud,កូត,1
koudaobay,កូដោបាយ,1
koudkam,កូដកម្ម,1
koudkom,កូដកម្ម,1
kouhie,គោហៀ,1
kouhmar,គោហ្ម,1
kouhmor,គោហ្ម,1
kouk,កូ៎ក,1
kouk,កូ៎កៗ,1
koukheatak,គោឃាតក៍,1
koukheatdthan,គោឃាតដ្ឋាន,1
koukheatkamm,គោឃាតកម្ម,1
koukheatkomm,គោឃាតកម្ម,1
koukheatok,គោឃាតក៍,1
koukheatsthan,គោឃាតស្ថាន,1
koukhmear,គោខ្មែរ,1
koulbamnang,គោលបំណង,1
koulbamnong,គោលបំណង,1
koulbay,គោល្បាយ,1
koulcharuek,គោលចារឹក,1
koulka,គោលការណ៍,1
koulout,គោលោត,1
koum,គោម,1
koum,គោម៉,1
koumey,គោម័យ,1
koumhaoh,គោមហោះ,1
koumhoul,គោមហូល,1
koumposthlan,គោមពស់ថ្លាន់,2
koumuoy,គោមួយ,1
koumutrar,គោមូត្រ,1
koumutror,គោមូត្រ,1
koung,គោង,1
koung,គោងៗ,1
kouprey,គោព្រៃ,1
koupros,គោព្រោះ,1
kour,កូរ,1
kour,គួរ,2
koureat,គោរាត,1
kourkkha,គោរក្ខា,1
kourkkhakamm,គោរក្ខកម្ម,1
kourkkhokomm,គោរក្ខកម្ម,1
kourmongear,គោរមងារ,1
kourom,គោរម,1
kouros,គោរស,1
kousiem,គោសៀម,1
kout,ក្អួត,1
kout,គោត,1
koutam,គោតម,1
kouteavori,គោទាវរី,1
kouthik,គោធិក,1
koutmokoutt,គោតមគោត្ត,1
koutmoputthor,គោតមពុទ្ធ,1
koutom,គោតម,1
koutrakoul,គោត្រកូល,1
koutraphu,គោត្រភូ,1
koutrar,គោត្រ,1
koutrokoul,គោត្រកូល,1
koutrophu,គោត្រភូ,1
koutror,គោត្រ,1
koutrphunhean,គោត្រភូញាណ,1
koutrphusang,គោត្រភូសង្ឃ,1
koutrphusong,គោត្រភូសង្ឃ,1
koutt,គោត្ត,1
kouttaneam,គោត្តនាម,1
kouttoneam,គោត្តនាម,1
kouv,កូវ,1
kouvkae,កូវកែ,1
kouvott,គោវត្ត,1
kouyon,គោយន្ត,1
kovey,កវី,1
koveyniponth,កវីនិពន្ធ,1
koveyniponth,កវីនិពន្ធន៍,1
koy,កុយ,1
koy,គយ,1
koyokhloam,គយឃ្លាំ,1
koyokon,គយគន់,1
kperm,ខ្ពើម,1
kpg,កំពង់,1
kpong,កំពង់,1
kpous,ខ្ពស់,2
kpuoh,ខ្ពស់,1
kpuos,ខ្ពស់,1
kr,ក៏,1
kra,ក្រា,1
kraaaeb,ក្រអែប,1
kraaaes,ក្រអែស,1
kraaanh,ក្រអាញ,1
kraaek,ក្រអេក,1
kraaengkraaong,ក្រអែងក្រអោង,1
kraaeut,ក្រអឺត,1
kraaeutkraaong,ក្រអឺតក្រអោង,1
kraaeutkratom,ក្រអឺតក្រទម,1
kraaoch,ក្រអុច,1
kraaoemkraaiem,ក្រអឹមក្រអៀម,1
kraaol,ក្រអុល,1
kraaoub,ក្រអូប,1
kraaoum,ក្រអូម,1
kraauon,ក្រអួន,1
krab,ក្រាប,1
krab,ក្រាប់,1
krab,ក្រាប់ៗ,1
krabael,ក្របែល,1
krabau,ក្របៅ,1
krabei,ក្របី,1
krabkhoan,ក្របខ័ណ្ឌ,1
krabuoch,ក្របួច,1
krachab,ក្រចាប់,1
krachak,ក្រចក,1
krachakandaeuk,ក្រចកអណ្ដើក,1
krachakchab,ក្រចកចាប,1
krachas,ក្រចាស,1
krachau,ក្រចៅ,1
krache,ក្រចេ,1
kracheh,ក្រចេះ,1
kraching,ក្រជីង,1
krachoam,ក្រជាំ,1
kradas,ក្រដាស,1
kraeah,ក្រែះ,1
kraeb,ក្រែប,1
kraek,ក្រែក,1
kraek,ក្រែកៗ,1
krael,ក្រែល,1
kraeng,ក្រែង,1
kraengolou,ក្រែងលោ,1
kraengotae,ក្រែងតែ,1
kraeun,ក្រើន,1
krahaeng,ក្រហែង,1
krahaet,ក្រហែត,1
krahal,ក្រហល់,1
krahat,ក្រហត,1
krahay,ក្រហាយ,1
kraheng,ក្រហេង,1
krahet,ក្រហេត,1
krahoung,ក្រហូង,1
krahuoch,ក្រហួច,1
krahuong,ក្រហួង,1
krai,ក្រៃ,1
kraipek,ក្រៃពេក,1
kraisar,ក្រៃសរ,1
kraisor,ក្រៃសរ,1
krajab,ក្រចាប់,1
krak,ក្រក,1
krak,ក្រាក,1
krak,ក្រាក់,1
krak,ក្រាក់ៗ,1
krakaach,ក្រាក់អាច់,1
krakao,ក្រកោ,1
krakei,ក្រកី,1
krakhob,ក្រខុប,1
krakoaach,ក្រាក់អាច់,1
krakor,ក្រគរ,1
kral,ក្រឡ,1
kral,ក្រាល,1
kral,ក្រាល់,1
krala,ក្រឡា,1
kralab,ក្រឡាប់,1
kralabanhchi,ក្រឡាបញ្ជី,1
kralach,ក្រឡាច់,1
kraladongdaor,ក្រឡាដុងដោរ,1
kralae,ក្រឡែ,1
kralaet,ក្រឡែត,1
kralahaom,ក្រឡាហោម,1
kralak,ក្រឡក,1
kralan,ក្រឡាន,1
kralang,ក្រឡង់,1
kralanh,ក្រឡាញ,1
kralanh,ក្រឡាញ់,1
kralao,ក្រឡោ,1
kralaochi,ក្រឡោជី,1
kralaot,ក្រឡោត,1
kralapeas,ក្រឡាពាស,1
kralaphlaung,ក្រឡាភ្លើង,1
kralas,ក្រឡាស់,1
kralatabak,ក្រឡាតបៈ,1
kralau,ក្រឡៅ,1
kralech,ក្រឡេច,1
kralechkraloch,ក្រឡេចក្រឡុច,1
kralet,ក្រឡិត,1
kraleum,ក្រឡឺម,1
kralien,ក្រលៀន,1
kralob,ក្រឡុប,1
kraloeb,ក្រឡឹប,1
kraloem,ក្រឡឹម,1
kraloeng,ក្រឡឹង,1
kralonh,ក្រឡុញ,1
kraloum,ក្រឡូម,1
kralumbak,ក្រលំបាក,1
kram,ក្រម,1
kram,ក្រាម,1
kram,ក្រំ,1
kramach,ក្រមាច់,1
kramal,ក្រមាល់,1
kramea,ក្រមា,1
krameach,ក្រមាច,1
krami,ក្រមី,1
kramichkramaum,ក្រមិចក្រមើម,1
kramkar,ក្រមការ,1
kramoam,ក្រមាំ,1
kramob,ក្រមប់,1
kramom,ក្រមម,1
kramor,ក្រមរ,1
kramov,ក្រមៅ,1
kramromos,ក្រាមរមាស,1
kramtorl,ក្រាមទាល់,1
kramuem,ក្រមឹម,1
kramueum,ក្រមឺម,1
kramum,ក្រមុំ,1
kramuon,ក្រមួន,1
kran,ក្រាន,1
kranan,ក្រណាន់,1
kranat,ក្រណាត់,1
krang,ក្រង,1
krang,ក្រង់,1
krang,ក្រាំង,1
krangkrau,ក្រាងក្រឳ,1
kranh,ក្រាញ,1
kranh,ក្រាញ់,1
kranhang,ក្រញាង,1
kranhang,ក្រញាំង,1
kranhas,ក្រញាស,1
kranhaut,ក្រញើត,1
kranheanh,ក្រញាញ់,1
kranheng,ក្រញេង,1
kranhenh,ក្រញេញ,1
kranhes,ក្រញេស,1
kranhi,ក្រញី,1
kranhikkranhuk,ក្រញិកក្រញុក,1
kranhoam,ក្រញាំ,1
kranhong,ក្រញង់,1
kranhor,ក្រញរ,1
kranhoun,ក្រញោន,1
kranhov,ក្រញៅ,1
kranhuch,ក្រញុច,1
kranhueb,ក្រញឹប,1
kranhuem,ក្រញឹម,1
kranhueng,ក្រញឹង,1
kranhuh,ក្រញុះ,1
kranhul,ក្រញុល,1
kranhunh,ក្រញុញ,1
kranhus,ក្រញូស,1
kranhuv,ក្រញូវ,1
kraniev,ក្រនៀវ,1
kranievokaev,ក្រនៀវកែវ,1
kraoh,ក្រោះ,1
kraohmeas,ក្រោះរមាស,1
kraok,ក្រោក,1
kraol,ក្រោល,1
kraom,ក្រោម,1
kraong,ក្រឱង,1
kraoth,ក្រោធ,1
krapau,ក្រពើ,1
krapea,ក្រពា,1
krapeah,ក្រពះ,1
krapeat,ក្រពាត់,1
krapeatchruk,ក្រពាត់ជ្រូក,1
krapeatdai,ក្រពាត់ដៃ,1
krapen,ក្រពេន,1
krapenh,ក្រពេញ,1
krapok,ក្រពក,1
krapong,ក្រពង,1
krapot,ក្រពត,1
krapuet,ក្រពឹត,1
krapul,ក្រពុល,1
krapulbay,ក្រពុលបាយ,1
kras,ក្រាស,1
kras,ក្រាស់,1
krasae,ក្រសែ,1
krasai,ក្រស័យ,1
krasal,ក្រសាល,1
krasang,ក្រសាំង,1
krasangteab,ក្រសាំងទាប,1
krasangtumhom,ក្រសាំងទំហំ,1
krasaob,ក្រសោប,1
krasav,ក្រសាវ,1
krasien,ក្រសៀន,1
krasna,ក្រស្នា,1
krat,ក្រតៗ,1
krataeun,ក្រតើន,1
kratea,ក្រទា,1
krateae,ក្រទែ,1
krateang,ក្រទាំង,1
krati,ក្រទី,1
kratikratea,ក្រទីក្រទា,1
kratié,ក្រចេះ,1
kratueut,ក្រទឺត,1
krau,ក្រឳ,1
kraul,គ្រើល,1
kraum,គ្រើម,1
krav,ក្រៅ,1
kravan,ក្រវាន់,1
kravanh,ក្រវាញ,1
kravanhchruk,ក្រវាញជ្រូក,1
kravat,ក្រវាត់,1
kravaun,ក្រវើន,1
kravaunkrataeun,ក្រវើនក្រតើន,1
kraveael,ក្រវែល,1
kraveam,ក្រវាម,1
kravech,ក្រវេច,1
kravemkravam,ក្រវេមក្រវាម,1
kraviech,ក្រវៀច,1
kravien,ក្រវៀន,1
kravikkravok,ក្រវិកក្រវក់,1
kravil,ក្រវិល,1
kravin,ក្រវិន,1
kravolkravay,ក្រវល់ក្រវាយ,1
kravong,ក្រវង់,1
kravuem,ក្រវឹម,1
kray,ក្រាយ,1
kraya,ក្រយា,1
krayasmporn,ក្រយាសម្ពាន់,1
krayasngaoy,ក្រយាស្ងោយ,1
krayov,ក្រយៅ,1
krea,គ្រា,1
kreae,គ្រែ,1
kreaeah,គ្រាះ,1
kreaeng,គ្រែង,1
kreah,គ្រាហ៍,1
kreak,គ្រាក,1
kreak,គ្រាក់,1
kreak,គ្រាក់ៗ,1
kream,គ្រាម,1
kreames,គ្រាមេស,1
kreamnei,គ្រាមណី,1
kreamomuk,គ្រាមមុខ,1
kreampheasa,គ្រាមភាសា,1
kreamphouchok,គ្រាមភោជក,1
kreanber,គ្រាន់បើ,1
kreang,គ្រាង,1
kreang,គ្រាំងៗ,1
kreankrob,គ្រាន់គ្រប់,1
kreantae,គ្រាន់តែ,1
kreas,គ្រាស,1
kreav,គ្រាវ,1
kreb,ក្រិបៗ,1
kreb,ក្រេប,1
krech,គ្រេច,1
kreh,ក្រិះ,1
kreh,ក្រេះ,1
krei,ក្រី,1
kreikrar,ក្រីក្រ,1
kreikror,ក្រីក្រ,1
kren,ក្រិន,1
kreng,គ្រេង,1
krerng,គ្រឿង,1
krers,គ្រឹះ,1
kres,ក្រិស,1
kres,ក្រេស,1
kres,គ្រឹះ,1
kret,ក្រិត,1
kreungnhean,គ្រឿងញៀន,1
kreut,ក្រឺត,1
krev,ក្រេវ,1
krevkraoth,ក្រេវក្រោធ,1
krib,គ្រីប,1
krich,គ្រិចៗ,1
krieb,ក្រៀប,1
krieb,ក្រៀបៗ,1
kriek,ក្រៀក,1
kriel,ក្រៀល,1
kriem,ក្រៀម,1
kriemkraoh,ក្រៀមក្រោះ,1
kries,គ្រៀស,1
kriev,ក្រៀវ,1
kriev,គ្រៀវ,1
kristsakareach,គ្រិស្តសករាជ,1
kristsokoreach,គ្រិស្តសករាជ,1
kritkreat,គ្រីតគ្រាត,1
kroaaeb,ក្រអែប,1
kroaaes,ក្រអែស,1
kroaanh,ក្រអាញ,1
kroaek,ក្រអេក,1
kroaengkroaong,ក្រអែងក្រអោង,1
kroaeut,ក្រអឺត,1
kroaeutkroaaong,ក្រអឺតក្រអោង,1
kroaeutkrotom,ក្រអឺតក្រទម,1
kroam,គ្រាំ,1
kroamrea,គ្រាំគ្រា,1
kroaoch,ក្រអុច,1
kroaoemkroaiem,ក្រអឹមក្រអៀម,1
kroaol,ក្រអុល,1
kroaoub,ក្រអូប,1
kroaoum,ក្រអូម,1
kroauon,ក្រអួន,1
krob,ក្រប,1
krob,ក្រុបៗ,1
krob,គ្រប,1
krob,គ្រប់,1
krobael,ក្របែល,1
krobathmenhchhau,គ្របធ្មេញឈើ,1
krobau,ក្របៅ,1
krobbeak,គ្រាប់បែក,1
krobei,ក្របី,1
krobkhoan,ក្របខ័ណ្ឌ,1
krobkrong,គ្របគ្រង,1
krobothmenhchhau,គ្របធ្មេញឈើ,1
krobtae,គ្រប់តែ,1
krobte,គ្រប់តែ,1
krobuoch,ក្របួច,1
kroch,ក្រូច,1
krochab,ក្រចាប់,1
krochas,ក្រចាស,1
krochau,ក្រចៅ,1
kroche,ក្រចេ,1
krocheh,ក្រចេះ,1
kroching,ក្រជីង,1
krochiv,គ្រជីវ,1
krochoam,ក្រជាំ,1
krochoam,គ្រជាំ,1
krochok,ក្រចក,1
krochokaondaeuk,ក្រចកអណ្ដើក,1
krochokchab,ក្រចកចាប,1
krochueb,គ្រជឹប,1
krochuebkrochiv,គ្រជឹបគ្រជីវ,1
krochuebkrochuoch,គ្រជឹបគ្រជួច,1
krochur,គ្រជូរ,1
krodas,ក្រដាស,2
kroean,គ្រឿន,1
kroeangnhien,គ្រឿងញៀន,1
kroeb,ក្រឹប,1
kroebkrieb,ក្រឹបក្រៀប,1
kroek,ក្រឹកៗ,1
kroem,ក្រឹម,1
kroes,ក្រឹស,1
kroetyar,ក្រឹត្យ,1
kroetykram,ក្រឹត្យក្រម,1
kroetykrom,ក្រឹត្យក្រម,1
kroetyor,ក្រឹត្យ,1
krohaem,គ្រហែម,1
krohaeng,ក្រហែង,1
krohaet,ក្រហែត,1
krohaet,គ្រហែត,1
krohaeu,គ្រហើ,1
krohanh,គ្រហាញ,1
krohar,គ្រហរ,1
krohasthar,គ្រហស្ថ,1
krohay,ក្រហាយ,1
kroheit,គ្រហីត,1
krohekkrohok,គ្រហិកគ្រហុក,1
kroheng,ក្រហេង,1
krohet,ក្រហេត,1
krohob,គ្រហុប,1
krohoch,គ្រហុច,1
krohoem,គ្រហឹម,1
krohol,ក្រហល់,1
krohom,ក្រហម,1
krohor,គ្រហរ,1
krohosthor,គ្រហស្ថ,1
krohot,ក្រហត,1
krohou,គ្រហូ,1
krohoung,ក្រហូង,1
krohuob,គ្រហួប,1
krohuoch,ក្រហួច,1
krohuoch,គ្រហួច,1
krohuong,ក្រហួង,1
krohuong,គ្រហួង,1
krojab,ក្រចាប់,1
krojas,ក្រចាស,1
krok,ក្រក,1
krok,ក្រុកៗ,1
krok,គ្រក,1
krok,គ្រក់,1
krok,គ្រក់ៗ,1
krok,គ្រកៗ,1
krokao,ក្រកោ,1
krokei,ក្រកី,1
krokhob,ក្រខុប,1
krokor,ក្រគរ,1
krol,ក្រឡ,1
krola,ក្រឡា,1
krolab,ក្រឡាប់,1
krolabonhchi,ក្រឡាបញ្ជី,1
krolach,ក្រឡាច់,1
kroladongdaor,ក្រឡាដុងដោរ,1
krolae,ក្រឡែ,1
krolaet,ក្រឡែត,1
krolahaom,ក្រឡាហោម,1
krolan,ក្រឡាន,1
krolanh,ក្រឡាញ,1
krolanh,ក្រឡាញ់,1
krolao,ក្រឡោ,1
krolaochi,ក្រឡោជី,1
krolaot,ក្រឡោត,1
krolapeas,ក្រឡាពាស,1
krolaphlaung,ក្រឡាភ្លើង,1
krolas,ក្រឡាស់,1
krolatobak,ក្រឡាតបៈ,1
krolau,ក្រឡៅ,1
kroleaeng,គ្រលែង,1
kroleaengveaek,គ្រលែងវែក,1
krolech,ក្រឡេច,1
krolechkroloch,ក្រឡេចក្រឡុច,1
krolek,ក្រឡេក,1
krolengkroloung,គ្រលេងគ្រលោង,1
krolet,ក្រឡិត,1
kroleum,ក្រឡឺម,1
krolev,គ្រលេវ,1
krolien,ក្រលៀន,1
krolies,គ្រលៀស,1
kroliev,គ្រលៀវ,1
krolit,គ្រលីត,1
krolob,ក្រឡុប,1
kroloeb,ក្រឡឹប,1
kroloem,ក្រឡឹម,1
kroloeng,ក្រឡឹង,1
krolok,ក្រឡក,1
krolong,ក្រឡង់,1
krolong,គ្រលង់,1
krolonh,ក្រឡុញ,1
krolor,គ្រលរ,1
krolos,គ្រលស,1
kroloum,ក្រឡូម,1
kroluk,គ្រលុក,1
krolumbak,ក្រលំបាក,1
kroluoch,គ្រលួច,1
kroluong,គ្រលួង,1
krom,ក្រម,1
krom,ក្រុម,3
krom,ក្រោម,2
kromach,ក្រមាច់,1
kromal,ក្រមាល់,1
kromaum,គ្រមើម,1
kromea,ក្រមា,1
kromeach,ក្រមាច,1
kromeak,គ្រមាក,1
kromeam,គ្រមាម,1
kromeang,គ្រមាំង,1
kromeanh,គ្រមាញ,1
kromhun,ក្រុមហ៊ុន,1
kromi,ក្រមី,1
kromichkromaum,ក្រមិចក្រមើម,1
kromingkromeang,គ្រមិងគ្រមាំង,1
kromkar,ក្រមការ,1
kromoam,ក្រមាំ,1
kromob,ក្រមប់,1
kromol,គ្រមល់,1
kromom,ក្រមម,1
kromor,ក្រមរ,1
kromor,គ្រមរ,1
kromov,ក្រមៅ,1
kromuem,ក្រមឹម,1
kromueum,ក្រមឺម,1
kromum,ក្រមុំ,1
kromuon,ក្រមួន,1
kron,គ្រាន់,2
kronan,ក្រណាន់,1
kronat,ក្រណាត់,1
krong,ក្រង,1
krong,ក្រង់,1
krong,ក្រុង,2
krong,គ្រង,1
krong,គ្រង់,1
krong,គ្រោង,1
krongreach,គ្រងរាជ្យ,1
kronhang,ក្រញាង,1
kronhang,ក្រញាំង,1
kronhas,ក្រញាស,1
kronhaut,ក្រញើត,1
kronheaeng,គ្រញែង,1
kronheanh,ក្រញាញ់,1
kronheng,ក្រញេង,1
kronhenh,ក្រញេញ,1
kronhes,ក្រញេស,1
kronhi,ក្រញី,1
kronhich,គ្រញិច,1
kronhikkronhuk,ក្រញិកក្រញុក,1
kronhoam,ក្រញាំ,1
kronhong,ក្រញង់,1
kronhor,ក្រញរ,1
kronhoun,ក្រញោន,1
kronhov,ក្រញៅ,1
kronhuch,ក្រញុច,1
kronhueb,ក្រញឹប,1
kronhuek,គ្រញឹក,1
kronhuem,ក្រញឹម,1
kronhueng,ក្រញឹង,1
kronhuh,ក្រញុះ,1
kronhul,ក្រញុល,1
kronhung,គ្រញូង,1
kronhunh,ក្រញុញ,1
kronhus,ក្រញូស,1
kronhuv,ក្រញូវ,1
kroniev,ក្រនៀវ,1
kronievokaev,ក្រនៀវកែវ,1
kronta,គ្រាន់តែ,1
krontae,គ្រាន់តែ,1
kropau,ក្រពើ,1
kropea,ក្រពា,1
kropeah,ក្រពះ,1
kropeat,ក្រពាត់,1
kropeatchruk,ក្រពាត់ជ្រូក,1
kropeatdai,ក្រពាត់ដៃ,1
kropen,ក្រពេន,1
kropenh,ក្រពេញ,1
kropok,ក្រពក,1
kropom,ក្រពុំ,1
kropong,ក្រពង,1
kropot,ក្រពត,1
kropuet,ក្រពឹត,1
kropul,ក្រពុល,1
kropulbay,ក្រពុលបាយ,1
kropum,ក្រពុំ,1
kror,ក្រ,1
kror,គ្រ,1
krorb,ក្រប,1
krorb,គ្រាប់,1
krorbkhan,ក្របខណ្ឌ,1
krorkhsot,ក្រខ្សត់,1
krorm,ក្រោម,2
krorn,គ្រាន់,2
krornta,គ្រាន់តែ,1
krorntae,គ្រាន់តែ,1
krorsar,ក្រសារ,1
kros,ក្រុស,1
krosae,ក្រសែ,1
krosai,ក្រស័យ,1
krosal,ក្រសាល,1
krosang,ក្រសាំង,1
krosangteab,ក្រសាំងទាប,1
krosangtumhom,ក្រសាំងទំហំ,1
krosaob,ក្រសោប,1
krosar,ក្រសារ,1
krosav,ក្រសាវ,1
kroseaet,គ្រស៊ែត,1
krosien,ក្រសៀន,1
krosna,ក្រស្នា,1
krosoung,ក្រសួង,1
krosthnak,គ្រោះថ្នាក់,1
krot,ក្រតៗ,1
krotaeun,ក្រតើន,1
krotea,ក្រទា,1
kroteae,ក្រទែ,1
kroteang,ក្រទាំង,1
kroti,ក្រទី,1
krotikrotea,ក្រទីក្រទា,1
krotueut,ក្រទឺត,1
krouchchhmar,ក្រូចឆ្មារ,1
krouh,គ្រោះ,1
krous,គ្រោះ,1
krousa,គ្រួសារ,1
krout,គ្រោត,1
